Préfecture,Arrondissement,Code Zone,Zone déchiffrée,Type de bien,État,Condition / Zonage,Prix Terrain au m² (DH),dist_education_min_m,dist_banque_min_m,dist_sante_min_m,dist_commerce_min_m,dist_transport_min_m,dist_environnement_min_m,nb_nuisance_500m,dist_nuisance_min_m,dist_autoroute_min_m,dist_voie_primaire_min_m,dist_voie_secondaire_min_m,dist_boulevard_principal,nb_axes_500m,dist_tram,nb_stations_1km,temps_transport_centre,temps_CFC,temps_Maarif,temps_SidiMaarouf,temps_port,nb_ecoles_1km,dist_ecole,densite_education,nb_sante_1km,dist_clinique,nb_restaurants_500m,nb_commerces_1km,nb_banques_1km,dist_mer,dist_parc,surface_verte_1km,nb_nuisance, Densite_pop_km2, Part_population_15_59_ans, Taille_de_ménage, Taux_activité, Taux_chômage, Part_salariés_parmi_actifs, Taux_analphabétisme, Part_population_niveau_études_supérieur, Taux_croissance
Ain Chock,Ain Chock,CS-AC9,"Quadruple délimité par Bd Taddart (Sud), Bd Panoramique (Ouest), Av. Oulad Haddou (Nord) et Bd de Fès (Est) : Lot Hifdia, Lot Nezha, Lot Madania, Lot Cage, Lot Miyamar, Lot Al Manara, Lot Kenza, Lot Siham, Lot Salwa (Seloua)",Villa,Neuf,,13500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC9,"Quadruple délimité par Bd Taddart (Sud), Bd Panoramique (Ouest), Av. Oulad Haddou (Nord) et Bd de Fès (Est) : Lot Hifdia, Lot Nezha, Lot Madania, Lot Cage, Lot Miyamar, Lot Al Manara, Lot Kenza, Lot Siham, Lot Salwa (Seloua)",Appartement,Ancien,,15000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC9,"Quadruple délimité par Bd Taddart (Sud), Bd Panoramique (Ouest), Av. Oulad Haddou (Nord) et Bd de Fès (Est) : Lot Hifdia, Lot Nezha, Lot Madania, Lot Cage, Lot Miyamar, Lot Al Manara, Lot Kenza, Lot Siham, Lot Salwa (Seloua)",Appartement,Récent,,17000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC9,"Quadruple délimité par Bd Taddart (Sud), Bd Panoramique (Ouest), Av. Oulad Haddou (Nord) et Bd de Fès (Est) : Lot Hifdia, Lot Nezha, Lot Madania, Lot Cage, Lot Miyamar, Lot Al Manara, Lot Kenza, Lot Siham, Lot Salwa (Seloua)",Appartement,Neuf,,18000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Terrain ZV,Loti,,13500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Villa,Ancien,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Villa,Récent,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Villa,Neuf,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Appartement,Ancien,,16000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Appartement,Récent,,18000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC10,"Lot Zineb, Lot Keltoum, Lot Al Hanane, Rce Marjana, Rce Oasis Square (R+3), Technopark, UNCAM",Appartement,Neuf,,19000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC11,"Quartier Roseraie, Quartier Belle Vue",Terrain ZV,Loti,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC11,"Quartier Roseraie, Quartier Belle Vue",Villa,Ancien,,9500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC11,"Quartier Roseraie, Quartier Belle Vue",Villa,Récent,,9500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC11,"Quartier Roseraie, Quartier Belle Vue",Villa,Neuf,,9500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC11,"Quartier Roseraie, Quartier Belle Vue",Terrain ZV,Loti,,9500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Ancien,,11000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Récent,,11000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Neuf,,11000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Terrain ZV,Loti,,11000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Ancien,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Ancien,,12000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Ancien,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Récent,CS-AC13                                     PT : 12 000/PC,8000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Récent,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Neuf,,12000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Villa,Neuf,Si ST >= 1000 m2,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Terrain ZV,Loti,Si ST < 1000 m2,12000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC12,"Quadruple délimité par Bd de Mequa (Sud), Autoroute (Ouest), Bd Taddart (Nord) et Bd de Fès (Est) : Lot Tazi, Quartier Badr, Quartier Vermont, Lot Sanhaji, Hay Mly Driss, Lot Taddart, Lot Limouna, Lot Yasmine, Clinique California",Terrain ZV,Loti,,8000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Villa,Ancien,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Villa,Ancien,,8000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Villa,Récent,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Villa,Récent,,8000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Villa,Neuf,,10000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement,Ancien,,11000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement,Récent,,12000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement,Neuf,,13500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement sécurisé,Ancien,,13000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement sécurisé,Récent,,15000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Appartement sécurisé,Neuf,,16000.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Maison,Ancien,,19500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
Ain Chock,Ain Chock,CS-AC14,"Quadruple délimité par Bd Taddart (Sud), Bd El Qods (Ouest), Axe Voirie AC05 (Nord) et Axe Voirie AC15 (Est) exception faite du GH Safa Tranche 1 : Lot Mandarona (Mandarouna), Jnane Californie, Les Ecoles Riad, Lycée Abdelkrim Khettabi",Maison,Récent,,19500.0,268.0,124.0,311.0,225.0,279.0,119.0,2.0,403.0,1666.0,286.0,286.0,286.0,10.0,1700.0,0.0,10.6,14.8,15.9,7.9,20.0,17.0,268.0,5.41,11.0,385.0,7.0,4.0,12.0,7245.0,119.0,37230.0,6.0,9514,62.3,3.7,45.8,16.6,68.5,11.1,22.4,-0.8
