quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude,dist_tram_m,tram_500m,intersect_500m,tt_centre_min,tt_cfc_min,tt_maarif_min,tt_sidi_maarouf_min,tt_port_min,n_ecoles_500m,n_ecoles_1km,dist_ecole_m,n_banques_500m,n_banques_1km,dist_banque_m,n_malls_500m,n_malls_1km,dist_mall_m,dist_mer_m,dist_parc_m,n_parcs_1km,surface_verte_m2_1km,nuisance_route_500m,n_industries_500m,n_fuel_500m,haut standing,log_prix_m2,log_surface_m2
Les Princesses,Appartement,15447.15447154472,Recent,123,33.58272881348594,-7.64280008840968,1437.438803448563,0,1167,7.2,15.7,2.9,15.0,14.8,9,27,100.775677575634,9,66,190.4441959720022,0,0,1158.515539470792,2435.166137441786,750.7621741104327,6,39577.5,0.0,1,0,0,9.645180088764251,4.812184355372417
Hopitaux,Appartement,10953.75776397515,Recent,161,33.57177747595492,-7.619044687890069,301.5230185034522,1,196,6.1,17.0,5.2,13.2,13.2,5,15,351.0473751000544,8,30,103.0880856408184,0,1,736.8759489144929,3283.253324764823,689.532741826714,3,119704.7,0.0,0,4,0,9.301437851165897,5.081404364984463
Val Fleury,Appartement,14285.71428571429,Recent,84,33.57432428770819,-7.638868437522726,439.7728010819222,1,571,7.7,13.7,2.8,12.2,15.8,5,17,70.04307172612863,17,53,128.9436328147138,0,0,1062.346804205971,3382.385552465605,173.625922853883,5,20879.3,2095.3,0,3,0,9.567015315914915,4.430816798843313
Ferme Bretonne,Appartement,19090.90909090909,Recent,77,33.56115510025287,-7.646273004905538,381.3579683807945,1,283,12.5,8.8,7.8,7.6,20.6,1,14,326.3508514400825,6,14,204.0053120450585,0,0,1521.543277568273,4840.075413673463,766.3380286158351,2,55784.2,1738.3,0,5,1,9.856967536901236,4.343805421853684
Ain Sebaa,Appartement,10897.4358974359,Recent,78,33.59990917208292,-7.512139622201419,924.0935488774139,0,268,31.2,48.7,35.6,43.3,25.6,1,13,499.3945562666256,0,11,678.5878565980954,0,1,728.9949256452805,3150.238637426202,411.23027748765,6,71511.1,4050.1,0,0,0,9.296282801776908,4.356708826689592
Mers Sultan,Appartement,18539.32584269663,Recent,89,33.57458716146846,-7.612057744733475,608.1375197008192,0,304,5.6,19.2,6.5,15.2,11.6,3,16,384.0843508994465,5,21,142.2805376157945,0,0,1455.291445413144,2989.302097016065,550.3986022284361,5,81037.3,0.0,0,7,1,9.827649476144623,4.48863636973214
Les Princesses,Appartement,13043.47826086957,Recent,92,33.57379101688419,-7.643626665530888,563.1173174177602,0,395,8.9,12.8,3.9,11.9,16.9,3,19,389.8378972303919,23,58,70.23901056235133,0,1,625.3231105325185,3427.999389460796,521.8235110052728,3,10226.3,3570.0,0,2,0,9.476043537709188,4.52178857704904
Les Princesses,Appartement,21428.57142857143,Recent,91,33.57952717157811,-7.647116092770171,1215.098116715169,0,442,8.8,14.2,4.0,14.0,16.4,5,26,362.7948298514874,3,49,167.2914037783493,0,1,642.0609748371825,2817.525444949009,889.8264234762137,1,852.3,0.0,1,0,1,9.972480424023079,4.51085950651685
Beausejour,Appartement,13044.58598726115,Recent,157,33.56791770522049,-7.652251159299148,565.1412582767061,0,309,12.1,9.9,7.1,10.2,20.1,0,8,634.6849990847475,6,41,169.2714564284349,0,1,743.7982004797924,3763.246969565987,452.3504275238368,2,168293.0,0.0,0,0,0,9.476128459793227,5.056245805348308
Les Princesses,Appartement,12075.47169811321,Recent,106,33.57483189099834,-7.647206794830755,712.1177547996582,0,342,9.5,12.7,4.5,12.3,17.4,4,18,145.3764424625487,20,53,59.09278539741328,1,1,293.5102664650003,3335.533896952185,807.9213043263381,2,2891.5,1799.9,0,0,0,9.398931541783734,4.663439094112067
Beausejour,Appartement,11111.11111111111,Recent,90,33.5680634139856,-7.648094977372048,330.8172434252808,1,386,11.2,10.5,6.2,10.0,19.2,0,12,500.0884201336749,17,45,317.778773879653,0,1,735.9615149405856,4091.280519268464,836.4018713526195,2,90413.1,3148.3,0,4,0,9.315700887634009,4.499809670330265
Palmier (Maarif),Appartement,19594.59459459459,Recent,148,33.58146579087745,-7.628218587625347,352.1833582365648,1,400,3.8,17.5,1.5,15.2,11.8,7,15,249.0247317351227,23,74,125.3865503568235,0,0,1147.615202943682,2436.449144147557,202.8965870759416,9,242669.1,2185.1,0,4,1,9.883009021192587,4.997212273764115
Palmier (Maarif),Appartement,19696.9696969697,Recent,99,33.57904595644615,-7.630505855654198,535.9567401228422,0,443,4.9,16.4,1.0,14.2,12.9,3,17,148.5568564495912,23,63,273.2129197940419,0,0,1164.831864720067,2770.755804541845,149.6506344720822,9,119003.6,1163.7,1,1,1,9.88822008040534,4.59511985013459
Val Fleury,Appartement,12500.0,Recent,108,33.57184323180525,-7.636640281028142,100.6310953570754,1,575,7.9,13.4,3.3,11.4,16.0,8,18,180.4100227732207,8,50,169.2206899859073,0,1,998.9300552675692,3672.302650897427,98.49304538691122,5,17196.2,1109.2,0,1,0,9.433483923290392,4.68213122712422
Belvedere (Roches Noires),Appartement,10714.28571428571,Recent,126,33.58627609810105,-7.599006584496679,182.674123681683,1,193,6.0,24.6,10.1,20.7,7.1,0,15,654.8670142409118,4,33,161.7613167265975,0,1,569.0789413451961,1762.632334206667,758.8408674564994,7,24022.8,3670.8,0,8,0,9.279333243463133,4.836281906951478
Plateau,Appartement,13223.14049586777,Recent,121,33.56711411071662,-7.626373014801181,212.6027696648061,1,159,8.0,14.3,5.1,10.8,15.6,3,15,159.3219227603852,9,15,77.08759049094644,1,1,227.3794262939107,3894.015379841902,332.3732227777085,5,14535.6,806.3,0,2,0,9.489723641613269,4.795790545596741
Val Fleury,Appartement,15827.3381294964,Recent,139,33.57638039135838,-7.635224649752194,610.5474015350767,0,529,6.5,14.9,1.6,13.0,14.5,6,16,226.8422657842982,18,58,91.03041023861212,0,0,1149.205356300831,3185.820512397016,315.5879478609244,5,22278.9,2188.2,1,2,0,9.669493985197853,4.934473933130691
Racine,Appartement,15428.57142857143,Recent,175,33.58804139064245,-7.64399698943273,1986.358748288473,0,1073,7.2,17.3,4.0,16.9,14.1,11,30,170.6446428112798,18,57,40.10826274519561,0,0,1625.117438266588,1848.464285825635,209.2020267451007,5,39075.4,2089.7,0,2,0,9.643976357051043,5.164785973923514
Californie,Appartement,14615.35772357724,Recent,123,33.53009981789514,-7.609844464529266,2787.805958628916,0,302,20.8,16.5,18.8,10.2,26.7,0,3,664.9122487448553,1,7,408.8326173289618,0,0,3201.30097523362,7924.348430755867,352.7543894796743,13,44213.6,241.7,0,0,0,9.589828153713626,4.812184355372417
Beausejour,Appartement,13819.44444444445,Recent,72,33.56776313386035,-7.653593894022445,649.1039217231755,0,335,12.5,9.7,7.4,10.3,20.4,0,6,656.1582772452342,8,38,193.1336583405432,0,1,798.7538010337083,3721.300427500721,326.7951596623139,4,183143.6,0.0,0,0,0,9.533831897124674,4.276666119016055
Nassim,Appartement,8169.014084507042,Recent,71,33.52029416123526,-7.660523112143489,1862.421647238668,0,141,26.8,7.4,22.4,8.3,34.6,1,4,89.75981191587222,0,8,703.4008511204302,0,2,754.5558185407295,7619.708030537666,150.741500778652,4,17549.2,857.4,2,0,0,9.008103505481287,4.262679877041315
Roches Noires,Appartement,10277.77777777778,Recent,144,33.59951602675746,-7.586412019432467,521.0898342826961,0,127,10.1,30.4,15.0,26.6,4.8,0,1,891.1967118197309,7,8,169.9140033018664,0,0,1618.353952643948,817.2891116975547,750.5171995292731,1,14622.2,4759.2,0,0,0,9.237739346164297,4.969813299576001
Bourgogne (Sidi Belyout),Appartement,13866.66666666667,Recent,75,33.60074048040539,-7.638284785306223,1969.695130947878,0,320,6.7,22.0,7.1,21.3,11.1,5,19,218.4353332345879,5,16,17.82514171010673,0,0,1446.641776945796,475.9912711221938,129.6333161195826,7,13365.3,2949.7,0,2,0,9.537243157581244,4.31748811353631
Bachkou,Appartement,15217.39130434783,Recent,138,33.55452683809185,-7.626661939863834,418.8894326748349,1,200,12.3,12.0,9.3,7.1,19.6,3,8,284.2459679928837,7,10,211.4286888362018,0,0,1627.266285050611,5269.5143097536,291.1600675192832,5,24633.2,4248.8,0,1,0,9.630194217536447,4.927253685157205
Mers Sultan,Appartement,14220.18348623853,Recent,109,33.57471165018966,-7.602372159898788,332.5915887265617,1,606,7.1,21.5,9.2,17.0,11.1,2,11,329.1806350662473,9,26,68.95542534277368,0,0,1532.358493925559,3048.707093425428,412.0822675574528,5,6300.6,1568.3,0,1,0,9.562417606666285,4.691347882229143
Maarif Extension,Appartement,14606.74157303371,Recent,89,33.57875245167749,-7.642225522490342,1022.155066457146,0,830,7.6,14.5,2.7,13.7,15.5,3,27,317.8961823130485,13,63,211.295953432302,0,1,892.8487110454345,2877.125170122739,466.2201343231397,4,13746.5,950.1,1,1,0,9.589238452699625,4.48863636973214
Californie,Appartement,15000.0,Recent,130,33.53123798276041,-7.596773430205308,2014.903472072295,0,182,21.2,20.1,20.2,13.7,26.2,1,10,122.5133499019928,1,9,422.0333403596813,0,0,2865.900270647567,7874.723965048012,341.2446844875221,6,17625.5,0.0,0,0,0,9.615805480084347,4.867534450455582
Ferme Bretonne,Appartement,19444.44444444445,Recent,72,33.56381196416999,-7.645361457546278,238.2671531476242,1,255,11.7,9.6,6.9,8.5,19.7,4,15,274.5448028804753,5,28,94.95332480788423,0,0,1265.694492552568,4540.868215092012,1007.833779920079,0,37267.6,2430.1,0,4,1,9.875316675569431,4.276666119016055
Beausejour,Appartement,11119.40298507463,Recent,134,33.56692964793935,-7.650085491163026,351.0427763228373,1,266,11.9,9.9,6.9,9.8,19.9,0,10,626.0288740113175,8,36,136.1776834553698,0,1,832.4871354897477,3956.742543586938,648.6651031100538,2,148927.3,0.0,0,0,0,9.31644687797073,4.897839799950911
Californie,Appartement,16530.61224489796,Recent,98,33.52979737244686,-7.615264241202411,2470.434792861167,0,259,20.7,15.0,18.4,8.8,27.0,1,1,172.0068322232519,5,5,289.8325942565165,0,0,2731.150619993873,7936.310886402573,151.2527355676571,8,31260.5,3410.3,0,0,0,9.712969228537995,4.584967478670572
Bourgogne (Sidi Belyout),Appartement,12903.22580645161,Recent,155,33.59849945094282,-7.635972005670052,1695.899577903131,0,265,5.7,21.5,6.2,20.6,10.6,11,22,36.33258134705891,6,35,276.0514912335421,0,0,1120.017233111145,773.4557696533519,141.9026081239378,7,13365.3,1718.2,0,3,0,9.465232621604972,5.043425116919247
Ain Sebaa,Appartement,9852.917525773197,Recent,97,33.61465880494193,-7.536527030085068,1384.203423413456,0,149,25.5,45.0,30.3,40.4,18.7,1,12,229.4530127828232,0,9,671.7941945808105,0,0,2820.26296905209,641.8120156749133,985.9078025476789,1,2350.8,0.0,0,0,0,9.195522885818873,4.574710978503383
Hopitaux,Appartement,13703.7037037037,Recent,135,33.57048199182051,-7.614751821519278,241.754378814083,1,204,6.7,17.7,6.4,13.6,13.2,2,12,359.0642337425876,6,23,59.22704631778129,0,0,1084.667058993638,3422.585939597423,642.8745789434228,1,128725.4,0.0,0,5,0,9.525421418616078,4.90527477843843
Ain Sebaa,Appartement,11250.0,Recent,88,33.60688530196043,-7.546078131783919,1451.730636707194,0,158,22.0,41.2,26.8,36.6,15.7,0,4,522.4535300360158,2,8,256.542882768149,0,0,3648.247389534742,1450.002482467973,676.0207280763434,1,3125.7,1505.6,0,0,0,9.328123407632566,4.477336814478207
Bourgogne (Anfa),Appartement,13068.18181818182,Recent,88,33.59864499218988,-7.643326512322072,2291.193507916951,0,266,7.6,20.8,6.8,20.6,12.7,4,23,415.7447696268497,4,20,52.68532054736634,0,0,1695.274092347946,669.8333509045505,588.1346439356761,6,16521.9,1036.2,0,0,0,9.477935685861226,4.477336814478207
Sidi Bernoussi,Appartement,7812.5,Recent,96,33.62099363019878,-7.47718181825565,3256.30874384862,0,144,42.5,60.9,47.2,55.7,36.0,0,2,659.8684721342622,0,4,851.2335166330606,0,0,1471.061403871287,3101.423741810615,1187.610236044717,0,1508.7,1361.4,0,0,0,8.963480294044658,4.564348191467836
Racine,Appartement,17441.86046511628,Recent,258,33.58954419260105,-7.64212394947097,1864.570461505889,0,1142,6.6,18.0,4.0,17.4,13.4,8,27,57.94537309005583,24,64,155.373403317353,0,0,1421.053859611281,1680.012839273656,245.7378498972442,4,31755.0,1892.0,0,1,1,9.76662836981893,5.552959584921617
Californie,Appartement,11884.05797101449,Recent,69,33.53438692153377,-7.605849676211593,2408.600775301406,0,241,19.5,17.3,17.9,11.0,25.1,3,8,358.7978261593492,3,11,406.7339040388958,0,0,2685.342216845023,7488.287376882346,123.9063490203324,7,18322.9,1728.0,0,0,0,9.382953114643177,4.23410650459726
Racine,Appartement,15723.27044025157,Recent,159,33.58917345421422,-7.639287190491604,1599.620527891894,0,1217,5.8,18.2,3.4,17.3,12.7,10,27,160.719332981999,32,74,44.89756753706509,0,0,1172.405679811632,1735.779586198739,38.64452583359066,4,31755.0,3211.5,0,1,0,9.662897087618198,5.068904202220232
Burger,Appartement,16391.75257731959,Recent,97,33.57518764678206,-7.642202825403503,716.7018535158475,0,369,8.3,13.5,3.2,12.4,16.2,1,20,295.1783930490163,18,56,26.65399391173408,0,1,758.2870799426261,3272.785379415632,344.4767103010796,4,16230.1,1764.3,0,2,0,9.704533595693032,4.574710978503383
Maarif Extension,Appartement,16796.875,Recent,128,33.57869631859854,-7.64229551513211,1020.361028919633,0,827,7.6,14.5,2.7,13.6,15.5,3,28,324.9366961998343,15,63,219.9970969588479,0,1,884.0217877464277,2883.231378612767,466.7142527950669,4,13468.9,874.0,1,1,0,9.72894813618423,4.852030263919617
Gauthier,Appartement,14880.95238095238,Recent,84,33.5933940515247,-7.633431127584265,1205.592431160002,0,315,4.3,20.2,4.4,18.9,10.6,10,29,249.2262476548009,16,76,112.111089304392,0,1,622.6497241033784,1381.467506407835,646.880865290396,8,97696.8,2746.9,0,1,0,9.60783731043517,4.430816798843313
Oulfa,Appartement,9243.697478991597,Recent,119,33.53964380820594,-7.685271913326974,1498.00932416805,0,290,25.7,5.9,20.7,12.1,33.8,1,6,309.570314037317,6,20,223.473264407877,0,0,3322.418134212912,4563.901150368535,1953.304428515289,0,0.0,0.0,0,0,0,9.131697244657069,4.77912349311153
La Gironde,Appartement,10937.5,Recent,128,33.58346188894618,-7.602004498877534,386.8507045376671,1,169,5.4,23.4,9.1,19.4,8.0,0,15,506.3762340188876,5,28,257.3631609441087,0,1,891.5264662977114,2076.786231166502,668.0360976848252,4,4196.2,4309.9,0,4,0,9.29995253066587,4.852030263919617
Ain Sebaa,Appartement,10721.64948453608,Recent,97,33.60568403423804,-7.532278742873006,451.89434836009,1,215,25.8,44.4,30.4,39.5,19.7,1,13,495.0889287501705,4,11,275.2790842560048,0,0,2372.498524628453,1678.435812003091,461.536661443824,6,242543.4,3443.0,1,0,0,9.280020292614173,4.574710978503383
Bourgogne (Anfa),Appartement,17642.85714285714,Recent,140,33.5969308675744,-7.643305280226521,2198.45335556321,0,414,7.4,20.3,6.3,20.0,12.8,2,25,291.209143725186,3,35,138.6871903282958,0,0,1616.040098613188,859.8127575183753,661.7768120684239,8,37263.0,749.0,0,1,1,9.778086285994856,4.941642422609304
Palmier (Maarif),Appartement,9009.009009009009,Recent,111,33.57935344190565,-7.628398665579665,337.9112357417907,1,359,4.4,16.9,1.5,14.5,12.4,4,17,230.3804063203555,16,68,280.3648968572453,0,0,1149.346748002294,2656.860039475439,324.6194501845112,8,160694.6,0.0,0,2,0,9.10598035665194,4.709530201312334
Sidi Moumen,Appartement,9027.777777777777,Recent,72,33.59439511080382,-7.506701721590717,953.4072297621342,0,208,32.6,49.3,36.9,43.9,27.4,4,7,37.35940952320016,1,4,120.8281966333427,0,0,1139.291290905301,3931.809021322902,900.3759780120472,2,47306.9,0.0,1,0,0,9.108061522855765,4.276666119016055
Belvedere (Roches Noires),Appartement,12032.52032520325,Recent,123,33.58560530036936,-7.596598778780103,167.4238091012415,1,212,6.7,25.0,10.7,21.0,7.4,0,8,575.7557779986487,3,28,187.4263372121968,1,1,347.8579934355421,1863.908895638642,574.6420099245314,6,23745.3,3706.2,0,6,0,9.39536829036788,4.812184355372417
Bourgogne (Sidi Belyout),Appartement,14159.29203539823,Recent,113,33.60485900422439,-7.632580297372021,1722.487576789874,0,268,6.6,23.9,8.3,22.9,9.3,3,13,125.0104759962039,5,10,152.5158528879999,0,0,1130.682186612042,273.544278553873,104.6348772235303,8,16279.3,2757.0,0,1,0,9.55812636849767,4.727387818712341
Racine,Appartement,21351.35135135135,Recent,185,33.59001479957228,-7.637819066337594,1474.805623559998,0,1063,5.4,18.6,3.5,17.6,12.2,9,34,162.6770859859275,30,74,15.91934241933236,0,0,1019.379057066539,1654.142052634031,187.4199661978578,4,33866.4,3439.5,0,1,1,9.96887031179898,5.220355825078324
Gauthier,Appartement,17857.14285714286,Recent,224,33.59021661751731,-7.629832082031355,757.4384363416956,0,288,3.1,19.8,3.4,18.1,10.2,5,19,160.1889529362222,27,87,112.081070892543,1,1,311.337925751762,1824.310176642869,602.6365759352198,8,300078.0,2333.3,0,2,1,9.790158867229126,5.41164605185504
La Gironde,Appartement,11637.93103448276,Recent,116,33.5786962297916,-7.594275767139989,287.3793330384543,1,193,8.1,24.2,11.3,19.7,9.8,5,8,224.875774112795,0,12,509.4410293967926,0,1,821.744140745198,2657.955638440199,797.6682572250304,5,13197.8,1612.5,0,0,0,9.362024959308247,4.753590191106364
Derb Ghalef,Appartement,12831.85840707965,Recent,113,33.57198602486645,-7.63138600569157,214.7921479926409,1,341,7.0,14.4,3.1,11.8,15.0,3,16,229.6865776829816,4,43,298.6679173680701,0,1,562.5296762714132,3517.704285414734,571.883827568443,8,52130.2,0.0,0,1,0,9.459686295684417,4.727387818712341
Hopitaux,Appartement,12184.87394957983,Recent,119,33.57462250657311,-7.617594778572054,599.4374694226916,0,227,5.2,17.9,5.0,14.3,12.1,3,15,401.4863784393447,6,33,277.5529141192353,0,0,1013.496712640259,2962.306530651797,579.0681726469489,4,85588.5,0.0,0,5,0,9.407950621285227,4.77912349311153
Gauthier,Appartement,22448.97959183673,Recent,98,33.59035566380474,-7.631298778486999,891.7881834700179,0,420,3.5,19.6,3.4,18.0,10.5,6,22,154.8808084013722,31,79,170.3381162539406,1,1,425.9429966598315,1761.24936354688,577.8961008370577,7,291800.3,2709.5,0,1,1,10.01900043965797,4.584967478670572
Bachkou,Appartement,15596.33027522936,Recent,109,33.55444967682683,-7.632052568489939,77.4554693332794,1,160,12.7,10.6,9.1,6.2,20.3,2,13,449.6312498925111,3,11,66.12992238911765,0,0,1337.305715369462,5385.258633035552,243.4252814169709,2,22633.2,2468.3,0,1,0,9.6547909267973,4.691347882229143
Roches Noires,Appartement,9805.825242718447,Recent,103,33.59944396640896,-7.579510422884353,825.2599548080262,0,109,12.0,31.9,16.8,27.8,6.6,0,0,1407.079540864397,4,7,208.0205432357292,0,0,1941.325851747758,764.1278365566822,861.1261669503435,5,57343.5,2877.8,1,0,0,9.190731900587807,4.634728988229636
Derb Omar,Appartement,9659.66386554622,Recent,119,33.59008623365273,-7.608437021494121,137.3640478163335,1,274,3.1,23.5,7.8,20.3,6.2,5,20,20.31684041022021,31,92,131.6970860054141,0,2,842.9954086468996,1366.193117278036,690.5161667142789,2,8201.8,2825.7,0,1,0,9.175714130073844,4.77912349311153
Val Fleury,Appartement,11794.87179487179,Recent,117,33.57369891634026,-7.636526799472723,303.8048965702773,1,593,7.4,13.9,2.6,12.1,15.4,5,14,26.28477772840472,13,53,185.5155217610677,0,0,1069.422468926364,3467.995487642178,278.4399603168505,5,20879.3,1633.3,1,2,0,9.375420122335631,4.762173934797756
Bourgogne (Anfa),Appartement,12871.28712871287,Recent,101,33.59518416321474,-7.64070641222246,1897.703218302037,0,511,6.5,19.9,5.4,19.4,12.3,6,27,63.94510395351415,10,50,177.659972796782,0,0,1325.262600656629,1060.261493970578,627.7936202093605,9,41309.8,1446.2,0,1,0,9.462754305590506,4.61512051684126
Hopitaux,Appartement,16637.16814159292,Recent,113,33.57463865328091,-7.614831965259606,642.2593712315135,0,233,5.3,18.6,5.7,14.7,11.8,3,18,361.2964180598723,6,23,126.4491364245351,0,0,1228.890205283438,2961.29440035174,556.1563473689213,6,105164.2,0.0,0,6,0,9.719394516093791,4.727387818712341
Mers Sultan,Appartement,11612.90322580645,Recent,155,33.57744816575831,-7.5991075307529,154.6623247337346,1,344,7.2,22.8,9.9,18.4,10.1,2,15,276.1515880231102,5,22,49.29285100023231,0,0,1111.95486744257,2740.872554397458,518.138143088796,5,8674.5,2079.2,0,0,0,9.359872105947147,5.043425116919247
Bourgogne (Anfa),Appartement,12080.53691275168,Recent,149,33.59668163755646,-7.647713325247065,2560.240170840747,0,231,8.6,19.8,6.9,19.9,14.1,3,19,369.4633501039654,7,19,374.669172119053,0,0,1542.66577659539,964.9365789808452,821.866296901375,2,31804.4,0.0,0,0,0,9.399350916920934,5.003946305945459
Ferme Bretonne,Appartement,16250.0,Recent,120,33.56569521688478,-7.646644727091576,189.9259589137165,1,309,11.4,10.0,6.5,9.2,19.5,3,14,292.7113436702847,7,33,91.28738194970039,0,0,1027.949922350713,4339.838514911636,982.2755016125122,2,79655.3,3075.4,0,4,0,9.695848187757884,4.787491742782046
Mandarouna,Appartement,12121.21212121212,Recent,198,33.52987270668097,-7.617901274218109,2318.972296768422,0,218,20.7,14.2,18.2,8.1,27.1,1,1,126.1841869755146,3,5,352.2637865698193,0,0,2498.270672529567,7929.050305395686,107.4791289775838,7,26347.5,3807.7,0,0,0,9.40271226462364,5.288267030694535
Maarif Extension,Appartement,9889.502762430939,Recent,181,33.57488588793801,-7.643367628707694,687.1642471429757,0,342,8.6,13.2,3.6,12.3,16.6,2,20,381.9402040328787,19,57,34.95488422793622,0,1,647.6084547523982,3306.065771827549,457.2085431319727,3,9028.8,1725.9,0,2,0,9.199229146551112,5.198497031265826
