osm_id,lat,lon
8692601,33.6028313,-7.6112026
8692601,33.6027665,-7.6113112
8692601,33.6027442,-7.611389
8692601,33.6027442,-7.6115365
8692601,33.6027365,-7.6115607
8692601,33.6027297,-7.6115821
8692601,33.6026861,-7.6115942
8692601,33.6026001,-7.6115258
8692601,33.6025643,-7.611621
8692601,33.6027213,-7.611782
8692601,33.6056104,-7.6141611
8692601,33.6055009,-7.6143676
8692601,33.6043538,-7.6155706
8692601,33.603067,-7.6145468
8692601,33.6026682,-7.6145004
8692601,33.6025342,-7.6144977
8692601,33.6025319,-7.6145513
8692601,33.6024493,-7.6154043
8692601,33.6024237,-7.615496
8692601,33.6023644,-7.6157087
8692601,33.6023264,-7.6157401
8692601,33.6023386,-7.6160259
8692601,33.6024152,-7.616046
8692601,33.6024236,-7.616099
8692601,33.6024102,-7.6161513
8692601,33.6023701,-7.6161824
8692601,33.601291,-7.6162452
8692601,33.6013044,-7.6169412
8692601,33.6025789,-7.6165845
8692601,33.6026805,-7.6165731
8692601,33.6027196,-7.6165845
8692601,33.6027509,-7.6166146
8692601,33.6028078,-7.6167119
8692601,33.6030413,-7.6167588
8692601,33.6033239,-7.6164356
8692601,33.6033619,-7.6164101
8692601,33.6034222,-7.6164436
8692601,33.6042926,-7.6175356
8692601,33.6043979,-7.6174334
8692601,33.6046123,-7.6171933
8692601,33.6046648,-7.617255
8692601,33.6044543,-7.6175047
8692601,33.6046687,-7.6177754
8692601,33.6047631,-7.6178947
8692601,33.6048943,-7.6180537
8692601,33.6050855,-7.6182855
8692601,33.6051206,-7.6183279
8692601,33.6052741,-7.6185076
8692601,33.6058996,-7.6178236
8692601,33.6058695,-7.6177579
8692601,33.6056686,-7.6174997
8692601,33.6053969,-7.6171504
8692601,33.6050866,-7.6167516
8692601,33.6049664,-7.616596
8692601,33.6048151,-7.6164026
8692601,33.604795,-7.6163672
8692601,33.6047883,-7.6162934
8692601,33.6048084,-7.6162264
8692601,33.6048866,-7.6161633
8692601,33.6049848,-7.6161647
8692601,33.6050764,-7.6161607
8692601,33.6058215,-7.6157731
8692601,33.6058941,-7.6157825
8692601,33.605937,-7.615821
8692601,33.6061335,-7.6161174
8692601,33.606151,-7.6161969
8692601,33.6061532,-7.616276
8692601,33.6060661,-7.6163994
8692601,33.6059142,-7.6165724
8692601,33.6057924,-7.6167038
8692601,33.6058639,-7.6168111
8692601,33.6060653,-7.6170819
8692601,33.6062548,-7.6173368
8692601,33.606335,-7.6172511
8692601,33.6071004,-7.6164329
8692601,33.6104248,-7.6128637
8692601,33.6110682,-7.6113295
8692601,33.6112022,-7.6114153
8692601,33.6114166,-7.6113831
8692601,33.6115601,-7.6111303
8692601,33.6116939,-7.6110099
8692601,33.6117546,-7.6109643
8692601,33.6118003,-7.6109009
8692601,33.6118833,-7.6107325
8692601,33.612471,-7.6093232
8692601,33.6121136,-7.6090013
8692601,33.6134091,-7.6061045
8692601,33.6132751,-7.605847
8692601,33.6127033,-7.6054822
8692601,33.612748,-7.6053428
8692601,33.6135811,-7.6057987
8692601,33.6136644,-7.6057939
8692601,33.6138152,-7.6054855
8692601,33.6138341,-7.6054157
8692601,33.6137515,-7.6053835
8692601,33.6136922,-7.6055087
8692601,33.6136823,-7.6055297
8692601,33.6135739,-7.6054841
8692601,33.6163124,-7.5990683
8692601,33.6164107,-7.5991246
8692601,33.6163202,-7.5993808
8692601,33.6164885,-7.5994322
8692601,33.6166649,-7.5992347
8692601,33.6168402,-7.5987314
8692601,33.6169932,-7.5980524
8692601,33.6176297,-7.596194
8692601,33.6175629,-7.5961608
8692601,33.6177368,-7.5957446
8692601,33.6177998,-7.5957743
8692601,33.6182345,-7.5947526
8692601,33.6182807,-7.5943236
8692601,33.618404,-7.5939699
