osm_id,osm_type,type_vert,name,lat,lon,surface_m2
1314075031,way,grass,,33.60646544,-7.6519441200000005,407.1
1314075032,way,grass,,33.60651536,-7.65225626,321.2
1314075033,way,grass,,33.60630757142857,-7.651244071428572,323.7
1314075034,way,grass,,33.60609845454545,-7.650991554545454,847.0
1314075035,way,grass,,33.60610845714286,-7.650719385714286,833.8
1314075036,way,grass,,33.6055473875,-7.6506672875,644.7
1314075038,way,grass,,33.6052099,-7.650903933333334,795.1
1314075040,way,grass,,33.60547322,-7.65116734,8.1
1314075041,way,grass,,33.60549174,-7.65108104,27.6
1314075042,way,grass,,33.60552468,-7.65099626,60.6
1314075043,way,grass,,33.60641825,-7.65091375,1248.5
1314075044,way,grass,,33.60654791666666,-7.6515545000000005,348.4
1314075045,way,grass,,33.606651525,-7.652180675,553.7
1314075046,way,grass,,33.60632545333333,-7.650293253333333,424.4
1314075047,way,grass,,33.606093525,-7.65036475,344.7
1314075048,way,grass,,33.605968955555554,-7.649574505555556,1526.4
1314075049,way,grass,,33.60547534,-7.64989206,277.5
1314075050,way,grass,,33.60548026,-7.64960288,216.6
1314075051,way,grass,,33.60547788,-7.6493598,198.5
1314075052,way,grass,,33.605471,-7.64896951,353.4
1314075053,way,pitch,,33.60610155714286,-7.651096985714286,412.5
1314075054,way,pitch,,33.60589952,-7.65117446,601.7
1314075060,way,pitch,,33.60490752,-7.6536463999999995,924.0
1314075061,way,grass,,33.60420608,-7.65354602,1226.8
1314075062,way,grass,,33.60474523333333,-7.6509593166666665,1307.3
1314075063,way,grass,,33.60433014,-7.6510368799999995,320.0
1314075064,way,grass,,33.60457227142857,-7.650746685714285,560.4
1314075065,way,grass,,33.6059236,-7.64989906,199.0
1314075066,way,grass,,33.606510276923075,-7.650175212820513,165.4
1314075067,way,grass,,33.60220268,-7.649643215,114.4
1314075068,way,grass,,33.60568536842105,-7.648970057894737,754.2
1314075420,way,grass,,33.59355095625,-7.6668203875,108.9
1314075421,way,grassland,,33.59311293076923,-7.666172746153846,5479.2
1314075895,way,grass,,33.59230414615384,-7.6648261230769235,305.7
1314075896,way,grass,,33.59238535,-7.66213585,216.8
1314075897,way,grass,,33.592092925,-7.6608028500000005,224.8
1314076074,way,grass,,33.58254972,-7.689580595,334.6
1314076146,way,garden,,33.571003215,-7.696494475,1006.3
1314078111,way,grassland,,33.587202500000004,-7.6380712375,405.6
1314253779,way,grassland,,33.602156075,-7.6593326,1121.1
1314258097,way,grassland,,33.59882933,-7.65971673,638.5
1314258098,way,grassland,,33.598850625,-7.6590674125,1216.8
1314258101,way,grassland,,33.59711168571428,-7.6553311142857146,857.5
1314258102,way,grassland,,33.59759476,-7.65518494,598.7
1314258103,way,grassland,,33.5969865375,-7.6543251375,668.0
1314258104,way,grassland,,33.59151083333333,-7.6558727,1482.4
1314258105,way,garden,,33.589774311111114,-7.671457033333334,2666.0
1314258109,way,grass,,33.590547664285715,-7.66378755,311.6
1314258110,way,grassland,,33.58703745,-7.664515575,2963.3
1314258111,way,grass,,33.58718253333333,-7.662830466666667,319.0
1314258112,way,grass,,33.59058464666667,-7.660581853333333,325.6
1314258113,way,grass,,33.587147505,-7.667617665,51.9
1314258116,way,grass,,33.584737352,-7.671902568,796.4
1314258117,way,grass,,33.584264369230766,-7.671648953846154,75.1
1314258118,way,grass,,33.5852725,-7.672132908333333,53.4
1314258119,way,grassland,,33.585112324242424,-7.673537351515152,7125.8
1314258120,way,grassland,,33.58662175,-7.672202025,3599.8
1314258121,way,grassland,,33.58380072941176,-7.674756323529412,2865.4
1314431743,way,grass,,33.577652145,-7.704369485,98.3
1314434975,way,grass,,33.601218180000004,-7.649204635,148.8
1314434976,way,grass,,33.60111097,-7.64903929,67.5
1314434977,way,grass,,33.60182060909091,-7.648504472727272,42.0
1314434978,way,grass,,33.60170585,-7.648563942857143,79.2
1314434979,way,grass,,33.601988642857144,-7.648934814285714,60.9
1314437260,way,grass,,33.605434775,-7.646934466666667,2002.8
1314437261,way,grass,,33.6050459625,-7.6463366125,2689.7
1314437262,way,pitch,,33.60760904,-7.65034428,732.5
1314437263,way,pitch,,33.60770176,-7.6500427,374.3
1314439841,way,grassland,,33.60429396666667,-7.65765665,894.1
1315579665,way,grass,,33.46991275,-7.60466252,313.4
